Codigo,NOMBRE,GRUPO,NUM_GRUPO,AGUA(%),Energia(kcal),Proteina(g),Grasa_Total(g),HDC(g),Fibra_Dietetica(g),Ceniza(g),Calcio(mg),Fosforo(mg),Hierro(mg),Tiamina(mg),Riboflabina(g),Niacina(g),Vita_C(mg),Vita_A_EQ_Retinol(mcg),A_G_mono(g),A_G_Poli(g),A_G_Saturados(g),Colesterol(mg),Potasio(mg),Sodio(mg),Zinc(mg),Magnesio(mg),Vita_B6,Bita_B12,Acido_Folico(mcg),Folato_Eq_FD(mcg),Aprovecha(%)
9013,"FRIJOL SOYA, GRANO SECO","Leguminosas, granos secos y derivados",9,8.54,416,36.49,19.94,30.16,9.3,4.87,277,704,15.7,0.87,0.87,1.62,6,0,4.4,11.26,2.88,0,1797,2,4.89,280,0.38,0,0,375,1
9014,"FRIJOL SOYA, HARINA (BAJA EN GRASA)","Leguminosas, granos secos y derivados",9,2.7,372,46.53,6.7,37.98,10.2,6.09,188,593,5.99,0.38,0.28,2.16,0,2,1.48,3.78,0.97,0,2570,18,1.18,229,0.52,0,0,410,1
9015,"FRIJOL SOYA, LECHE FLUIDA","Leguminosas, granos secos y derivados",9,88.03,52,4.48,1.92,4.93,1.3,0.64,38,55,1.1,0.06,0.05,0.29,0,31,0.38,0.77,0.23,0,124,55,0.44,25,0.1,1.22,0,16,1
9016,"FRIJOL SOYA, LECHE POLVO","Leguminosas, granos secos y derivados",9,3,425,28.3,17.8,43.8,,7.1,597,717,10.7,1.17,1.67,5.76,53,10,,,,,,,,,,,,,1
9017,"FRIJOL TODA VARIEDAD, GRANO SECO","Leguminosas, granos secos y derivados",9,11.75,333,23.58,0.83,60.01,24.9,3.83,143,407,8.2,0.53,0.22,2.06,5,0,0.06,0.46,0.12,0,1406,24,2.79,140,0.4,0,0,394,1
9018,"FRIJOL TODA VARIEDAD, COCIDO, ENVASADO SOL&LIQ","Leguminosas, granos secos y derivados",9,78.04,82,5.22,0.6,14.5,4.3,1.64,34,90,1.17,0.12,0.05,0.41,1,0,0.23,0.16,0.08,0,237,296,0.46,27,0.07,0,0,36,1
9019,"FRIJOL TODA VARIEDAD, COCIDO, C/CERDO&TOMATE, ENVASADO","Leguminosas, granos secos y derivados",9,73.5,94,5.15,0.93,18.69,4,1.73,56,116,3.24,0.05,0.05,0.49,3,4,0.48,0.14,0.26,7,295,437,5.48,34,0.06,0,0,15,1
9020,"FRIJOL TODA VARIEDAD, HARINA","Leguminosas, granos secos y derivados",9,9.1,336,22.5,2.1,59.1,,,146,,13.5,0.03,0.67,1.7,0,0,0.13,0.36,0.38,0,1464,8,2.55,182,0.16,0,463,,1
9021,"FRIJOL TODA VARIEDAD, REFRITO, ENVASADO","Leguminosas, granos secos y derivados",9,75.97,94,5.49,1.26,15.53,5.3,1.75,35,86,1.66,0.03,0.02,0.31,6,0,0.56,0.15,0.47,8,267,299,1.17,33,0.14,0,0,11,1
9022,"GARBANZO, GRANO SECO","Leguminosas, granos secos y derivados",9,11.53,364,19.3,6.04,60.65,17.4,2.48,105,366,6.24,0.48,0.21,1.54,4,3,1.36,2.69,0.63,0,875,24,3.43,115,0.54,0,0,557,1
9023,"GARBANZO, ENLATADO","Leguminosas, granos secos y derivados",9,69.69,119,4.95,1.14,22.62,4.4,1.61,32,90,1.35,0.03,0.03,0.14,4,1,0.26,0.51,0.12,0,172,299,1.06,29,0.47,0,0,67,1
9024,"GUANDU/GANDUL/FRIJOL DE PALO, GRANO SECO","Leguminosas, granos secos y derivados",9,10.59,343,21.7,1.49,62.78,15,3.45,130,367,5.23,0.64,0.19,2.96,0,1,0.01,0.81,0.33,0,1392,17,2.76,183,0.28,0,0,456,1
9025,"HABA BLANCA, GRANO SECO","Leguminosas, granos secos y derivados",9,12,331,25.4,1.3,57.1,,4.2,96,343,4.9,0.46,0.15,2.1,,,,,,,,,,,,,,,0.8
9026,"HABA SECA, GRANO CRUDO","Leguminosas, granos secos y derivados",9,10.98,341,26.12,1.53,58.29,25,3.08,103,421,6.7,0.56,0.33,2.83,1,3,0.3,0.63,0.25,0,1062,13,3.14,192,0.37,0,0,423,1
9027,"HABA SECA, HARINA","Leguminosas, granos secos y derivados",9,7.3,348,27.6,1.9,58.1,,,78,,18.2,0.45,0.29,2,0,5,0.26,0.5,0.22,0,1062,13,3.14,192,0.37,0,423,,1
9028,"HABA SECA, GRANO TOSTADO","Leguminosas, granos secos y derivados",9,5.3,366,26.4,2,63.3,,3,60,479,6.8,0.21,0.35,2.4,2,,,,,,,,,,,,,,0.82
9029,"LENTEJA SECA, GRANO","Leguminosas, granos secos y derivados",9,10.4,353,25.8,1.06,60.08,30.5,2.67,56,451,7.54,0.87,0.21,2.61,4,2,0.19,0.52,0.16,0,955,6,4.78,122,0.54,0,0,479,1
9030,"LENTEJA SECA, HARINA","Leguminosas, granos secos y derivados",9,10,349,24.3,1.4,62.1,,2.2,69,362,7.2,0.47,0.34,2.4,0,,,,,,,,,,,,,,1
9031,"ARVEJA, GRANO SECO, COCIDO S/SAL","Leguminosas, granos secos y derivados",9,69.49,118,8.34,0.39,21.1,8.3,0.68,14,99,1.29,0.19,0.06,0.89,0,0,0.08,0.17,0.05,0,362,2,1,36,0.05,0,0,65,1
9034,"FRIJOL BLANCO, COCIDO S/SAL","Leguminosas, granos secos y derivados",9,63.08,139,9.73,0.35,25.09,6.3,1.75,90,113,3.7,0.12,0.05,0.14,0,0,0.03,0.15,0.09,0,561,6,1.38,63,0.09,0,0,81,1
9035,"FRIJOL ROJO, COCIDO S/SAL","Leguminosas, granos secos y derivados",9,66.94,127,8.67,0.5,22.8,7.4,1.09,28,142,2.94,0.16,0.06,0.58,1,0,0.04,0.28,0.07,0,403,2,1.07,45,0.12,0,0,130,1
9036,"FRIJOL TODA VARIEDAD, GRANO SECO (PL 480)","Leguminosas, granos secos y derivados",9,11.8,333,23.6,0.8,60,24.9,3.8,143,407,8.2,0.5,0.2,2.1,5,2,,,,,1406,24,2.8,140,0.4,0,,,1
10001,"ALMENDRA, SECA",Nueces y semillas,10,4.47,581,21.94,50.62,19.94,10.4,3.02,216,480,3.72,0.2,0.56,3.66,0,0,32.29,12.05,3.89,0,687,28,3.12,275,0.12,0,0,30,1
10002,"ALMENDRA, SECA TOSTADA, C/SAL",Nueces y semillas,10,2.6,597,22.09,52.83,19.29,11.8,3.2,266,489,4.51,0.07,0.86,3.85,0,0,33.66,12.65,4.05,0,746,1,3.54,286,0.13,0,0,33,1
10003,"AVELLANA, SECA",Nueces y semillas,10,5.79,629,13.7,61.15,17,11,2.36,149,310,3.3,0.47,0.11,1.55,2,2,48.19,5.56,4.67,0,658,0,2.2,160,0.58,0,0,78,1
10004,"CASTAÑA, FRESCA",Nueces y semillas,10,53.2,191,2.8,1.5,41.5,,1,29,87,1.7,0.23,0.22,0.5,,1,0.43,0.49,0.23,0,484,2,0.49,,0.35,0,0,58,0.81
10005,"CASTAÑA, SECA",Nueces y semillas,10,8.4,377,6.7,4.1,78.6,,2.2,57,170,3.3,0.34,0.39,0.8,,0,1.35,1.55,0.74,0,991,37,0.35,,0.67,0,0,110,0.82
10006,"MACADAMIA, SECA",Nueces y semillas,10,1.36,718,7.91,75.77,13.82,8.6,1.14,85,188,3.69,1.2,0.16,2.47,1,0,58.88,1.5,12.06,0,368,5,1.3,130,0.28,0,0,11,0.31
10007,"MANI/CACAHUATE CRUDO, C/PELICULA",Nueces y semillas,10,6.9,543,25.5,44,21.3,,2.3,66,393,3,0.91,0.21,17.6,1,,,,,,,,,,,,,,1
10008,"MANI/CACAHUATE CRUDO, S/PELICULA",Nueces y semillas,10,6.5,567,25.8,49.24,16.13,8.5,2.33,92,376,4.58,0.64,0.14,12.07,0,0,24.43,15.56,6.83,0,705,18,3.27,168,0.35,0,0,240,1
10009,"MANI/CACAHUATE TOSTADO, C/SAL",Nueces y semillas,10,1.55,585,23.68,49.66,21.51,8,3.6,54,358,2.26,0.44,0.1,13.52,0,0,24.64,15.69,6.89,0,658,813,3.31,176,0.26,0,0,145,1
10010,"MANI/CACAHUATE TOSTADO, S/SAL",Nueces y semillas,10,1.55,585,23.68,49.66,21.51,8,3.6,54,358,2.26,0.44,0.1,13.52,0,0,24.64,15.69,6.89,0,658,6,3.31,176,0.26,0,0,145,1
10011,"NUEZ DE BRAZIL, SECA",Nueces y semillas,10,3.48,656,14.32,66.43,12.27,7.5,3.51,160,725,2.43,0.62,0.04,0.29,1,0,24.55,20.58,15.14,0,659,3,4.06,376,0.1,0,0,22,0.48
10012,"NUEZ DE NOGAL, SECA",Nueces y semillas,10,4.07,654,15.23,65.21,13.71,6.7,1.78,98,346,2.91,0.34,0.15,1.13,1,1,8.93,47.17,6.13,0,441,2,3.09,158,0.54,0,0,98,0.45
10013,"PECANA, SECA",Nueces y semillas,10,3.52,691,9.17,71.97,13.86,9.6,1.49,70,277,2.53,0.66,0.13,1.17,1,3,40.8,21.61,6.18,0,410,0,4.53,121,0.21,0,0,22,0.53
10014,SEMILLA DE AJONJOLI,Nueces y semillas,10,4.69,573,17.73,49.67,23.45,11.8,4.45,975,629,14.55,0.79,0.25,4.51,0,0,18.76,21.77,6.96,0,468,11,7.75,351,0.79,0,0,97,1
10015,"SEMILLA DE AYOTE, CRUDA",Nueces y semillas,10,6.92,541,24.54,45.85,17.81,3.9,4.88,43,1174,14.97,0.21,0.32,1.75,2,19,14.26,20.9,8.67,0,807,18,7.46,535,0.22,0,0,58,0.74
10016,"SEMILLA DE AYOTE, TOSTADA",Nueces y semillas,10,7.1,522,32.97,42.13,13.43,3.9,4.37,43,1172,14.94,0.21,0.32,1.74,2,19,13.1,19.21,7.97,0,806,18,7.44,534,0.09,0,0,57,1
10017,"SEMILLA DE ACHIOTE, GRANO",Nueces y semillas,10,3.1,388,11.3,5.3,74.9,,5.4,11,13,4.7,0.45,0.16,1.97,0,,,,,,,,,,,,,,1
10018,"SEMILLA DE ACHIOTE, PASTA",Nueces y semillas,10,98.4,7,0,0.3,1.1,,0.2,7,10,0.3,0,0.05,0.31,0,,,,,,,,,,,,,,1
10019,"SEMILLA DE CACAO, SECA",Nueces y semillas,10,3.6,456,12,46.3,34.7,,3.4,106,537,3.6,0.17,0.14,1.7,3,0,19,1,27,0,830,4,,,,0,,,0.9
10020,SEMILLA DE CHAN,Nueces y semillas,10,4.9,490,15.62,30.75,43.85,37.7,4.87,631,948,,,,,,,2.12,23.33,3.18,0,160,19,3.49,,,0,,,1
10021,"SEMILLA DE NUEZ DE PAN, SECA",Nueces y semillas,10,6.5,367,8.62,1.68,79.39,14.9,3.81,94,178,4.6,0.03,0.14,2.1,47,11,0.21,0.9,0.45,0,2011,53,1.91,115,0.69,0,0,113,1
10022,"SEMILLA DE MARAÑON, TOSTADA S/SAL",Nueces y semillas,10,1.7,574,15.31,46.35,32.69,3,3.95,45,490,6,0.2,0.2,1.4,0,0,27.32,7.84,9.16,0,565,16,5.6,260,0.26,0,0,69,1
10023,"SEMILLA DE MARAÑON, TOSTADA C/SAL",Nueces y semillas,10,1.7,574,15.31,46.35,32.69,3,3.95,45,490,6,0.2,0.2,1.4,0,0,27.32,7.84,9.16,0,565,640,5.6,260,0.26,0,0,69,1
10024,"SEMILLA DE MARAÑON, TOSTADA C/ACEITE S/SAL",Nueces y semillas,10,3.48,580,16.84,47.77,29.87,3.3,2.03,43,531,6.05,0.36,0.22,1.74,0,0,25.92,8.55,8.48,0,632,13,5.35,273,0.32,0,0,25,1
10025,"SEMILLA DE MARAÑON, TOSTADA C/ACEITE C/SAL",Nueces y semillas,10,2.34,581,16.84,47.77,30.16,3.3,2.89,43,531,6.05,0.36,0.22,1.74,0,0,25.92,8.55,8.48,0,632,308,5.35,273,0.32,0,0,25,1
10026,"SEMILLAS MIXTAS, TOSTADAS C/SAL",Nueces y semillas,10,1.75,594,17.3,51.45,25.35,9,4.15,70,435,3.7,0.2,0.2,4.7,0,0,31.4,10.77,6.9,0,597,669,3.8,225,0.3,0,0,50,1
10027,"SEMILLAS MIXTAS, TOSTADAS C/ACEITE C/SAL",Nueces y semillas,10,2.03,617,16.76,56.33,21.41,9,3.47,108,464,3.21,0.5,0.22,5.06,1,0,31.69,13.3,8.73,0,581,419,5.08,235,0.24,0,0,83,
10028,"SEMILLAS, MORRO O JICARO",Nueces y semillas,10,3.4,530,30.2,39.7,22.9,,3.8,50,968,9.4,0.73,0.12,0.9,,,,,,,,,,,,,,,0.74
10029,"SEMILLA DE PISTACHO, TOSTADA C/SAL",Nueces y semillas,10,2.03,568,21.35,45.97,26.78,10.3,3.87,110,485,4.2,0.84,0.16,1.42,2,13,24.22,13.9,5.55,0,1042,405,2.3,120,1.27,0,0,50,0.53
10030,PECANAS SECAS TOSTADAS S/SAL,Nueces y semillas,10,1.12,710,9.5,74.27,13.55,9.4,1.56,72,293,2.8,0.45,0.11,1.17,1,7,43.96,20.57,6.28,0,424,1,5.07,132,0.19,0,0,16,1
10031,PECANAS SECAS TOSTADAS C/ACEITE S/SAL,Nueces y semillas,10,1.13,715,9.2,75.23,13.01,9.5,1.42,67,263,2.47,0.47,0.11,1.2,1,5,40.97,23.58,7.24,0,392,1,4.47,121,0.19,0,0,15,1
10032,"MANI/CACAHUATE TOSTADO, C/ACEITE C/SAL",Nueces y semillas,10,1.45,599,28.03,52.5,15.26,9.4,2.75,61,397,1.52,0.09,0.09,13.82,1,0,25.94,15.27,8.67,0,726,320,3.28,176,0.46,0,0,120,1
10033,"MANI/CACAHUATE TOSTADO, C/ACEITE S/SAL",Nueces y semillas,10,1.95,581,26.35,49.3,18.92,6.9,3.48,88,517,1.83,0.25,0.11,14.28,0,0,24.46,15.58,6.84,0,682,6,6.63,185,0.25,0,0,126,1
11001,ACELGA CRUDA,"Verduras, hortalizas y otros vegetales",11,91.1,27,2.9,0.3,4.8,,,62,,3.9,0.05,0.23,0.5,6,330,,,,0,550,147,0.02,65,,0,90,,0.82
11002,"ACELGA COCIDA S/SAL, ESCURRIDA","Verduras, hortalizas y otros vegetales",11,92.65,20,1.88,0.08,4.13,2.1,1.26,58,33,2.26,0.03,0.09,0.36,18,306,0.02,0.03,0.01,0,549,179,0.33,86,0.09,0,0,9,1
11003,ACEITUNA NEGRA O ACEITUNO DE EL SALVADOR,"Verduras, hortalizas y otros vegetales",11,79.6,73,1.1,0.4,18.3,,0.6,19,26,0.8,0.02,0.04,0.36,34,,,,,,,,,,,,,,0.84
11004,"ACEITUNA VERDE, ENVASADA","Verduras, hortalizas y otros vegetales",11,79.99,115,0.84,10.68,6.26,3.2,2.23,88,3,3.3,0,0,0.04,1,20,7.89,0.91,1.41,0,8,872,0.22,4,0.01,0,0,0,1
11005,AGUACATE,"Verduras, hortalizas y otros vegetales",11,73.23,160,2,14.66,8.53,6.7,1.58,12,52,0.55,0.07,0.13,1.74,10,7,9.8,1.82,2.13,0,485,7,0.64,29,0.26,0,0,81,0.74
11006,"AJO, CABEZA O BULBO","Verduras, hortalizas y otros vegetales",11,63.8,134,5.3,0.2,29.3,,1.4,38,134,1.4,0.21,0.08,0.6,9,0,0.01,0.23,0.09,0,529,19,1,,,0,3,,0.94
11007,"ALCACHOFA, HOJAS Y CORAZON","Verduras, hortalizas y otros vegetales",11,84.94,47,3.27,0.15,10.51,5.4,1.13,44,90,1.28,0.07,0.07,1.05,12,9,0,0.06,0.04,0,370,94,0.49,60,0.12,0,0,68,0.48
11008,BROTES DE ALFALFA,"Verduras, hortalizas y otros vegetales",11,91.14,29,3.99,0.69,3.78,2.5,0.4,32,70,0.96,0.08,0.13,0.48,8,8,0.06,0.41,0.07,0,79,6,0.92,27,0.03,0,0,36,1
11009,APAZOTE/EPAZOTE,"Verduras, hortalizas y otros vegetales",11,85.5,42,3.8,0.7,7.6,,2.4,304,52,5.2,0.06,0.28,0.6,11,155,,,,0,,,,,,,,,0.76
11010,"APIO, TALLOS","Verduras, hortalizas y otros vegetales",11,95.43,14,0.69,0.17,2.97,1.6,0.75,40,24,0.2,0.02,0.06,0.32,3,22,0.03,0.08,0.04,0,260,80,0.13,11,0.07,0,0,36,0.89
11011,ARVEJA CRUDA,"Verduras, hortalizas y otros vegetales",11,78.86,81,5.42,0.4,14.46,5.1,0.87,25,108,1.47,0.27,0.13,2.09,40,38,0.04,0.19,0.07,0,244,5,1.24,33,0.17,0,0,65,0.45
11012,"ARVEJA COCIDA S/SAL, ESCURRIDA","Verduras, hortalizas y otros vegetales",11,77.87,84,5.36,0.22,15.64,5.5,0.92,27,117,1.54,0.26,0.15,2.02,14,40,0.02,0.1,0.04,0,271,3,1.19,39,0.22,0,0,63,1
11013,"ARVEJA ENLATADA, SOLIDOS","Verduras, hortalizas y otros vegetales",11,81.7,69,4.42,0.35,12.58,4.1,0.97,20,67,0.95,0.12,0.08,0.73,10,27,0.03,0.16,0.06,0,173,252,0.71,17,0.06,0,0,44,1
11014,"ARVEJA Y ZANAHORIA, ENLATADA, SOL&LIQ","Verduras, hortalizas y otros vegetales",11,88.15,38,2.17,0.27,8.48,2,0.93,23,46,0.75,0.07,0.05,0.58,7,289,0.02,0.13,0.05,0,100,260,0.58,14,0.09,0,0,18,1
11015,"ARVEJA CHINA, CRUDA","Verduras, hortalizas y otros vegetales",11,88.89,42,2.8,0.2,7.55,2.6,0.56,43,53,2.08,0.15,0.08,0.6,60,54,0.02,0.09,0.04,0,200,4,0.27,24,0.16,0,0,42,0.94
11016,"ARRACACHA RAIZ, AMARILLA","Verduras, hortalizas y otros vegetales",11,77.3,88,0.5,0.4,20.7,,1.1,34,58,0,0.03,0.03,6.8,,57,,,,,,,,,,,,,0.8
11017,"ARRACACHA RAIZ, BLANCA","Verduras, hortalizas y otros vegetales",11,70.9,113,0.8,0.4,26.7,,1.2,44,55,1.2,0.07,0.04,4.81,32,3,,,,,,,,,,,,,0.85
11018,"AYOTE/GUICOY/ZAPALLO/CALABAZA, FLORES","Verduras, hortalizas y otros vegetales",11,95.15,15,1.03,0.07,3.28,,0.48,39,49,0.7,0.04,0.08,0.69,28,97,0.01,0,0.04,0,173,5,,24,,0,0,59,0.35
11019,"AYOTE/GUICOY/ZAPALLO/CALABAZA, HOJAS Y PUNTAS","Verduras, hortalizas y otros vegetales",11,92.88,19,3.15,0.4,2.33,,1.24,39,104,2.22,0.09,0.13,0.92,11,97,0.05,0.02,0.21,0,436,11,0.2,38,0.21,0,0,36,0.41
11020,"AYOTE/GUICOY/ZAPALLO/CALABAZA, AMARILLO/MADURO","Verduras, hortalizas y otros vegetales",11,91,30,0.6,0.2,7.6,0.5,0.6,19,22,0.5,0.04,0.04,0.5,15,143,0.01,0,0.05,0,340,1,0.32,,0.06,0,0,16,0.53
11021,CALABACITA/GUICOYITO/PIPIAN,"Verduras, hortalizas y otros vegetales",11,92.8,24,1,0.2,5.5,,0.5,19,32,0.6,0.05,0.04,0.5,19,369,0.01,0.01,0.01,0,176,1,0.2,,,,,,0.97
11022,BROTES DE SOYA,"Verduras, hortalizas y otros vegetales",11,69.05,122,13.09,6.7,9.57,1.1,1.59,67,164,2.1,0.34,0.12,1.15,15,1,1.52,3.78,0.93,0,484,14,1.17,72,0.18,0,0,172,1
11023,BERENJENA CRUDA,"Verduras, hortalizas y otros vegetales",11,92.41,24,1.01,0.19,5.7,3.4,0.7,9,25,0.24,0.04,0.04,0.65,2,1,0.02,0.08,0.03,0,230,2,0.16,14,0.08,0,0,22,0.81
11024,"BERENJENA COCIDA S/SAL, ESCURRIDA","Verduras, hortalizas y otros vegetales",11,89.67,35,0.83,0.23,8.73,2.5,0.54,6,15,0.25,0.08,0.02,0.6,1,2,0.02,0.09,0.04,0,123,1,0.12,11,0.09,0,0,14,1
11025,"BERRO, CRUDO","Verduras, hortalizas y otros vegetales",11,92.2,22,2.8,0.4,3.3,1.51,1.3,117,76,1.9,0.12,0.1,1,44,161,0.24,0.23,0.02,0,606,14,0.23,,0.25,0,0,80,0.6
11026,"BLEDO/AMARANTO,  HOJAS","Verduras, hortalizas y otros vegetales",11,87.77,32,2.72,0.55,5.73,1.73,2.54,278,81,6.34,0.05,0.24,1.2,65,517,,,,,,,,,,,,,0.72
11027,BROCOLI/BRECOL CRUDO,"Verduras, hortalizas y otros vegetales",11,89.3,34,2.82,0.37,6.64,2.6,0.87,47,66,0.73,0.07,0.12,0.64,89,31,0.01,0.04,0.04,0,316,33,0.41,21,0.17,0,0,63,0.59
11028,"BROCOLI/BRECOL COCIDO S/SAL, ESCURRIDO","Verduras, hortalizas y otros vegetales",11,89.25,35,2.38,0.41,7.18,3.3,0.77,40,67,0.67,0.06,0.12,0.55,65,77,0.04,0.17,0.08,0,293,41,0.45,21,0.2,0,0,108,1
11029,"BUSNAY, FLORES","Verduras, hortalizas y otros vegetales",11,82.4,55,6.3,1.2,8.4,,1.7,403,136,1.4,0.04,0.49,1.79,13,,,,,,,,,,,,,,0.4
11030,CAIBA/CAIGUA/CICLANTERA,"Verduras, hortalizas y otros vegetales",11,94.5,17,0.6,0.1,4,,0.8,13,26,0.6,0.04,0.04,0.3,14,9,,,,,,,,,,,,,0.89
11031,CANCHON O REPOLLO CHINO (PE-TSAI),"Verduras, hortalizas y otros vegetales",11,95.6,14,0.8,0.4,2.5,1.2,0.7,52,24,0.4,0.03,0.03,0.4,24,16,0.02,0.07,0.04,0,238,9,0.23,,0.23,0,0,79,0.69
11032,"CAMOTE/BATATA, HOJAS","Verduras, hortalizas y otros vegetales",11,86.3,48,3.2,0.8,8.5,2,1.2,111,30,2.9,0.08,0.26,0.7,58,51,0.01,0.13,0.06,0,518,9,0.29,,0.19,0,0,80,0.94
11033,"CAMOTE/BATATA ANARANJADO, CRUDO","Verduras, hortalizas y otros vegetales",11,77.28,86,1.57,0.05,20.12,3,0.99,30,47,0.61,0.08,0.06,0.56,2,709,0,0.01,0.02,0,337,55,0.3,25,0.21,0,0,11,0.72
11034,"CAMOTE/BATATA ANARANJADO COCIDO, S/CASCARA S/SAL","Verduras, hortalizas y otros vegetales",11,80.13,76,1.37,0.14,17.72,2.5,0.63,27,32,0.72,0.06,0.05,0.54,13,787,0,0.08,0.04,0,230,27,0.2,18,0.17,0,0,6,1
11035,CAMOTE/BATATA PALIDO,"Verduras, hortalizas y otros vegetales",11,70.6,103,1,0.4,24,,,41,,0.6,0.09,0.03,0.6,23,26,0.01,0.11,0.06,0,204,13,0.28,10,0.26,0,14,,0.78
11036,"CEBOLLA, CABEZA","Verduras, hortalizas y otros vegetales",11,88.1,45,1.4,0.2,9.7,,0.6,30,40,1,0.04,0.03,0.3,10,0,0.04,0.1,0.04,0,157,10,0.1,,0.16,,20,,0.91
11037,"CEBOLLA, TALLOS","Verduras, hortalizas y otros vegetales",11,92.2,26,1.8,0.6,4.7,3.5,0.7,42,43,3.4,0.05,0.11,0.7,39,200,0.01,0.04,0.02,0,260,4,0.45,,0.06,0,0,14,1
11038,"CEBOLLA, CABEZA Y TALLOS","Verduras, hortalizas y otros vegetales",11,89.83,32,1.83,0.19,7.34,2.6,0.81,72,37,1.48,0.05,0.08,0.52,19,50,0.03,0.07,0.03,0,276,16,0.39,20,0.06,0,0,64,0.96
11039,CEBOLLIN,"Verduras, hortalizas y otros vegetales",11,92.6,24,1.1,0.2,5.5,,0.6,76,26,0.9,0.04,0.11,0.3,22,390,,,,0,231,5,0.1,,,,,,0.9
11040,CILANTRO/CULANTRO,"Verduras, hortalizas y otros vegetales",11,86,42,3.3,0.7,8,2.8,2,188,72,3,0.15,0.28,1.6,75,337,0.28,0.04,0.01,0,521,46,0.5,,0.15,0,0,62,0.9
11041,COL DE BRUSELAS,"Verduras, hortalizas y otros vegetales",11,86,43,3.38,0.3,8.95,3.8,1.37,42,69,1.4,0.14,0.09,0.75,85,38,0.02,0.15,0.06,0,389,25,0.42,23,0.22,0,0,61,0.9
11042,COL CHINA (PAK-CHOI),"Verduras, hortalizas y otros vegetales",11,91,26,1.7,0.3,5.4,1,1.6,136,16,1.5,0.01,0.16,0.8,32,223,0.01,0.1,0.03,0,252,65,0.19,,0.19,0,0,66,0.87
11043,COLIFLOR CRUDA,"Verduras, hortalizas y otros vegetales",11,91.91,25,1.98,0.1,5.3,2.5,0.71,22,44,0.44,0.06,0.06,0.53,46,1,0.01,0.1,0.03,0,303,30,0.28,15,0.22,0,0,57,0.39
11044,"COLIFLOR COCIDA S/SAL, ESCURRIDA","Verduras, hortalizas y otros vegetales",11,93,23,1.84,0.45,4.11,2.7,0.6,16,32,0.33,0.04,0.05,0.41,44,1,0.03,0.22,0.07,0,142,15,0.18,9,0.17,0,0,44,1
11045,"COLINABO, HOJAS Y TALLOS","Verduras, hortalizas y otros vegetales",11,91,27,1.7,0.1,6.2,3.6,1,24,46,0.4,0.05,0.02,0.4,62,2,0.01,0.05,0.01,0,350,20,0.03,19,0.15,0,0,16,0.46
11046,"CHAYA O CHICASQUIL, HOJAS","Verduras, hortalizas y otros vegetales",11,79.8,64,6.2,1.3,10.7,,2,234,76,2.8,0.2,0.4,1.6,194,946,,,,0,,,,,,,,,1
11047,"CHAYOTE/GUISQUIL/PATASTE, CRUDO","Verduras, hortalizas y otros vegetales",11,90.8,31,0.9,0.2,7.7,1.7,0.4,12,30,0.6,0.03,0.04,0.4,20,3,0.01,0.06,0.03,0,125,2,0.74,,0.08,0,0,93,0.77
11048,"CHAYOTE/GUISQUIL/PATASTE, COCIDO S/SAL, ESCURRIDO","Verduras, hortalizas y otros vegetales",11,93.43,24,0.62,0.48,5.09,2.8,0.38,13,29,0.22,0.03,0.04,0.42,8,2,,,0.09,0,173,1,0.31,12,0.12,0,0,18,1
11049,"CHAYOTE/GUISQUIL/PATASTE, HOJAS Y PUNTAS","Verduras, hortalizas y otros vegetales",11,89.7,60,4,0.4,4.7,,1.2,58,108,2.5,0.08,0.18,1.1,16,,,,,,,,,,,,,,0.49
11050,"CHAYOTE/GUISQUIL/PATASTE, RAIZ (ICHINTAL)","Verduras, hortalizas y otros vegetales",11,79,79,2,0.2,17.8,1.7,1,7,34,0.8,0.05,0.03,0.9,19,3,0.01,0.06,0.03,0,125,2,0.74,,0.08,0,0,93,0.73
11051,"CHILACAYOTE/CHIVERRE, TIERNO","Verduras, hortalizas y otros vegetales",11,92.7,24,0.8,0.1,6,,0.4,12,41,0.2,0.06,0.04,0.7,46,6,,,,0,,,,,,,,,0.9
11052,"CHILACAYOTE/CHIVERRE, MADURO","Verduras, hortalizas y otros vegetales",11,93.6,21,0.8,0.1,5.1,,0.4,15,19,0.4,0.04,0.03,0.3,11,,,,,,,,,,,,,,0.71
11053,"CHILE PICANTE, FRESCO","Verduras, hortalizas y otros vegetales",11,88.8,38,1.9,0.6,8,,0.7,20,28,1.7,0.09,0.13,1.5,91,16,0.03,0.33,0.06,0,340,7,0.3,,0.28,0,23,,0.84
11054,"CHILE PICANTE, SECO","Verduras, hortalizas y otros vegetales",11,18.8,293,7,6.4,62.3,,5.5,126,154,7.3,0.12,0.94,4,32,1055,,,,0,,,,,,,,,0.84
11055,"CHILE COBANERO FRESCO, DE GUATEMALA","Verduras, hortalizas y otros vegetales",11,77.2,97,3,4.4,13.8,,1.6,29,79,1.5,0.12,0.2,2.98,44,,,,,,,,,,,,,,1
11056,"CHILE COBANERO SECO, DE GUATEMALA","Verduras, hortalizas y otros vegetales",11,9.1,312,12.9,6.4,63.6,,,142,,4.7,0.22,0.86,8.9,55,1055,,,,0,,,,,,,,,0.84
11057,CHILE CHILTEPE,"Verduras, hortalizas y otros vegetales",11,77.9,84,3.3,2.1,15.4,,1.3,48,85,6.3,0.15,0.1,2.87,61,,,,,,,,,,,,,,1
